City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Description
424,Tsiroanomandidy,-18.7667,46.0333,65.55,39,0,clear sky
425,Westport,41.1415,-73.3579,76.06,92,75,broken clouds
426,Swellendam,-34.0226,20.4417,52.03,92,100,overcast clouds
427,Lavrentiya,65.5833,-171.0,46.85,89,63,broken clouds
428,Zelenoborskiy,66.845,32.3622,60.75,75,100,light rain
429,Flinders,-34.5833,150.8552,63.18,70,100,moderate rain
430,Vydrino,51.485,104.8461,65.53,58,15,few clouds
431,Marzuq,14.4,46.4667,80.01,59,55,broken clouds
432,Jimo,36.3897,120.4622,79.25,87,100,overcast clouds
433,Wanning,18.8003,110.3967,86.99,67,100,overcast clouds
434,Siderno,38.2779,16.302,79.39,54,7,clear sky
435,Turtas,58.9417,69.1325,73.58,40,73,broken clouds
436,Aykhal,66.0,111.5,50.16,96,100,light rain
437,Faya,18.3851,42.4509,70.32,59,86,overcast clouds
438,Skibbereen,51.55,-9.2667,58.93,81,0,clear sky
439,Glendive,47.1053,-104.7125,74.82,48,0,clear sky
440,Porto Velho,-8.7619,-63.9039,69.85,78,0,clear sky
441,Naze,28.3667,129.4833,88.72,73,100,overcast clouds
442,Hovd,48.0056,91.6419,75.79,34,67,broken clouds
443,Kontagora,10.3999,5.4695,70.97,97,99,overcast clouds
444,Stafford,52.8052,-2.1164,67.26,76,2,clear sky
445,Mahebourg,-20.4081,57.7,72.25,53,75,broken clouds
446,Hokitika,-42.7167,170.9667,46.38,62,2,clear sky
447,Bandar-E Lengeh,26.5579,54.8807,102.31,37,81,broken clouds
448,Hearst,49.6835,-83.6665,47.53,89,14,few clouds
449,Myitkyina,25.3833,97.4,94.06,51,52,broken clouds
450,Zheleznodorozhnyy,55.7503,38.0042,67.55,54,0,clear sky
451,Kaputa,-8.4689,29.6619,70.05,42,3,clear sky
452,Stephenville,32.2207,-98.2023,75.2,82,0,clear sky
453,Alice Springs,-23.7,133.8833,58.55,67,100,overcast clouds
454,Wonthaggi,-38.6044,145.5913,54.82,84,100,light rain
455,Tamandare,-8.7597,-35.1047,71.53,88,7,clear sky
456,Belaya Gora,68.5333,146.4167,71.29,52,80,broken clouds
457,Puri,19.8,85.85,81.12,80,100,heavy intensity rain
458,Leh,34.1667,77.5833,72.84,37,87,overcast clouds
459,Prainha,-1.8,-53.48,73.6,69,100,overcast clouds
460,Vao,-22.6667,167.4833,68.49,58,0,clear sky
461,Athabasca,54.7169,-113.2854,61.14,87,0,clear sky
462,Karratha,-20.7377,116.8463,77.59,18,0,clear sky
463,Sao Felix Do Xingu,-6.6447,-51.995,70.93,52,29,scattered clouds
464,Ivanava,52.1451,25.5365,59.99,84,67,broken clouds
465,Buala,-8.145,159.5921,83.14,75,75,light rain
466,Bikramganj,25.2,84.25,90.09,56,62,broken clouds
467,Bondo,3.8146,23.6866,73.31,88,99,overcast clouds
468,Urozhaynoye,44.7883,44.9228,89.73,30,0,clear sky
469,Novo Aripuana,-5.1206,-60.3797,70.36,88,32,scattered clouds
470,Bosaso,11.2842,49.1816,94.14,38,64,broken clouds
471,Wajima,37.4,136.9,90.28,66,75,broken clouds
472,Laguna,38.421,-121.4238,73.76,65,0,clear sky
473,Terrace,54.5163,-128.6035,73.31,53,0,clear sky
474,Port Macquarie,-31.4333,152.9167,60.89,62,89,moderate rain
475,Burns Lake,54.2331,-125.7533,62.85,51,0,clear sky
476,Raudeberg,61.9875,5.1352,56.07,92,100,light rain
477,Vitim,59.4511,112.5578,60.89,80,100,overcast clouds
478,Chicama,-7.8447,-79.1469,59.54,84,74,broken clouds
479,Portland,45.5234,-122.6762,67.93,80,0,clear sky
480,Salamiyah,35.0113,37.0532,79.66,55,3,clear sky
481,Dalby,-27.1833,151.2667,65.98,52,95,overcast clouds
482,Saint-Francois,46.4154,3.9054,65.68,67,0,clear sky
483,Hami,42.8,93.45,102.99,12,78,broken clouds
484,Tocopilla,-22.092,-70.1979,58.33,71,22,few clouds
485,Babushkin,51.7122,105.8647,69.12,52,5,clear sky
486,Ponta Delgada,37.7333,-25.6667,70.5,77,20,few clouds
487,Capao Da Canoa,-29.7456,-50.0097,56.17,79,100,overcast clouds
488,Fairbanks,64.8378,-147.7164,61.09,62,20,few clouds
489,Curaca,-8.9903,-39.9094,70.3,64,4,clear sky
490,Kampene,-3.6,26.6667,76.05,41,86,overcast clouds
491,Zapadnaya Dvina,56.259,32.0745,65.08,54,1,clear sky
492,Oktyabrskoye,43.0645,44.7417,73.54,60,0,clear sky
493,Koronowo,53.3137,17.937,67.3,75,70,broken clouds
494,Kalachinsk,55.0529,74.5751,78.76,53,64,broken clouds
495,Wasilla,61.5814,-149.4394,63.55,70,0,clear sky
496,Muros,42.7762,-9.0603,63.16,94,33,scattered clouds
497,Marfino,55.7028,37.3822,70.05,53,0,clear sky
498,La Romana,18.4273,-68.9728,77.67,84,98,overcast clouds
499,Svarstad,59.399,9.9698,66.99,40,29,scattered clouds
500,Talcahuano,-36.7167,-73.1167,40.68,93,75,broken clouds
501,Am Timan,11.0297,20.2827,71.15,95,100,overcast clouds
502,Puerto Madryn,-42.7692,-65.0385,47.98,58,17,few clouds
503,Erenhot,43.6475,111.9767,87.64,26,24,few clouds
504,Presidencia Roque Saenz Pena,-26.7852,-60.4388,47.84,88,99,overcast clouds
505,Carballo,43.213,-8.691,63.82,95,23,few clouds
506,Gebze,40.8028,29.4307,76.06,78,75,broken clouds
507,Naron,43.5167,-8.1528,70.59,92,22,few clouds
508,Cap Malheureux,-19.9842,57.6142,72.46,58,70,broken clouds
509,Srednekolymsk,67.45,153.6833,79.39,42,100,overcast clouds
510,Vigrestad,58.5667,5.7,64.58,84,33,scattered clouds
511,San Luis,-33.295,-66.3356,47.23,51,0,clear sky
512,Lagos,6.5833,3.75,74.28,89,99,overcast clouds
513,Gonaives,19.45,-72.6833,76.57,84,1,clear sky
514,Shache,38.4167,77.2406,88.61,32,81,broken clouds
515,Dinguiraye,11.3,-10.7167,70.03,96,63,broken clouds
516,Tobermory,45.2501,-81.6665,62.96,75,10,clear sky
517,Sola,-13.8833,167.55,77.67,83,100,overcast clouds
518,Lodja,-3.4833,23.4333,79.63,32,87,overcast clouds
519,Beaverlodge,55.2166,-119.4361,60.15,52,0,clear sky
520,Kattivakkam,13.2167,80.3167,95.09,58,77,broken clouds
521,Hofn,64.2539,-15.2082,50.25,83,94,overcast clouds
522,Landeck,47.1301,10.5636,61.99,77,20,few clouds
523,Alipur,29.3846,70.9116,102.6,36,84,broken clouds
524,Ndele,8.4109,20.6473,70.2,99,100,overcast clouds
525,Correderos,15.4167,-88.45,69.91,99,100,overcast clouds
526,Labuhan,-6.8844,112.2051,88.47,58,36,scattered clouds
527,Inta,66.0317,60.1659,59.94,64,100,overcast clouds
528,San Cristobal,7.7669,-72.225,63.99,91,100,overcast clouds
529,Khorol,49.7837,33.2783,70.83,68,99,overcast clouds
530,Kargasok,59.0556,80.8572,67.21,53,93,overcast clouds
531,Turan,16.0678,108.2208,85.98,70,75,broken clouds
532,Komsomolskiy,40.4272,71.7189,86.72,20,5,clear sky
533,Pak Phanang,8.3511,100.202,97.03,54,100,overcast clouds
534,Renukut,24.2,83.0333,82.35,75,90,overcast clouds
535,Acajutla,13.5928,-89.8275,77.16,84,100,overcast clouds
536,Nsanje,-16.92,35.262,72.23,68,0,clear sky
537,Jimeta,9.2833,12.4667,73.36,93,100,light rain
538,Miri,4.4148,114.0089,91.54,70,40,scattered clouds
539,Ratnapura,6.6828,80.3992,87.73,58,100,overcast clouds
540,Carutapera,-1.195,-46.02,74.82,92,76,broken clouds
541,Karasjok,69.4719,25.5112,55.98,78,90,overcast clouds
542,Baykit,61.67,96.37,67.12,35,32,scattered clouds
543,Morant Bay,17.8815,-76.4093,82.02,84,8,clear sky
544,Porbandar,21.6422,69.6093,83.68,82,100,overcast clouds
545,Kruisfontein,-34.0033,24.7314,55.22,84,98,overcast clouds
546,Caapucu,-26.2167,-57.2,49.03,90,59,broken clouds
547,Codrington,-38.2667,141.9667,57.69,63,61,broken clouds
548,Punta De Bombon,-17.1717,-71.7931,58.15,85,73,broken clouds
549,Crotone,39.0851,17.1178,78.19,61,8,clear sky
550,Great Bend,38.3645,-98.7648,77.04,51,0,clear sky
551,Bichura,50.5881,107.6022,76.01,36,11,few clouds
552,Larsnes,62.2028,5.5773,59.45,94,100,overcast clouds
553,Roma,43.2128,-75.4557,63.66,92,75,broken clouds
554,Fort Smith,35.3859,-94.3986,78.84,78,75,broken clouds
555,Maple Creek,49.9168,-109.4848,78.15,34,100,overcast clouds
556,Comodoro Rivadavia,-45.8667,-67.5,51.66,50,0,clear sky
557,Buin,-33.7333,-70.75,54.73,70,53,broken clouds
558,Mezen,65.8522,44.24,65.53,55,82,broken clouds
559,Viedma,-40.8135,-62.9967,50.29,61,100,overcast clouds
560,Iralaya,15.0,-83.2333,79.75,88,69,broken clouds
561,Orlik,52.5178,99.825,67.1,42,34,scattered clouds
562,Ormara,25.2088,64.6357,87.42,72,100,overcast clouds
563,Tigil,57.8,158.6667,63.79,73,97,overcast clouds
564,Namuac,18.6109,121.1657,83.64,81,100,light rain
565,Benito Juarez,19.385,-99.165,63.84,65,40,scattered clouds
566,Calvinia,-31.4707,19.776,49.53,66,100,overcast clouds
567,Northam,51.0333,-4.2167,61.39,60,0,clear sky
568,Shitanjing,39.2342,106.3439,83.59,53,18,few clouds
569,Sakaiminato,35.55,133.2333,89.53,74,75,broken clouds
570,Waipawa,-41.4122,175.5153,40.51,83,78,broken clouds
571,Zhigansk,66.7697,123.3711,66.58,60,87,overcast clouds
572,Pokosnoye,55.5258,101.0536,62.35,74,99,light rain
